/* DATA DESCRIPTION:
Citation:	Lambert, Fabrice; Bigler, Matthias; Steffensen, Jørgen Peder; Hutterli, Manuel A; Fischer, Hubertus (2012): EDC dust laser signal (24-769.5 m) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.780541, 
	In supplement to: Lambert, F et al. (2012): Centennial mineral dust variability in high-resolution ice core data from Dome C, Antarctica. Climate of the Past, 8, 609-623, https://doi.org/10.5194/cp-8-609-2012
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 24.20 m * MAXIMUM DEPTH, ice/snow: 784.99 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	The file "EDC_KPHdust_1cm.dat" contains the EPICA Dome C insoluble dust measured with the Copenhavn laser sensor on a depth and EDC3 age scale. Below 769.5m depth insoluble dust was measured with the Bern sensor, data available in the file "EDC_CaDustConc_1cm.dat".
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Signal [V] (Signal) * PI: Lambert, Fabrice (https://orcid.org/0000-0002-2192-024X, ambert@uc.c) * COMMENT: of dust laser
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	44031 data points
*/
Age [ka BP]	Depth ice/snow [m]	Signal [V]
28.379292	596.83	0.3975
28.380132	596.84	0.4875
28.380972	596.85	0.5700
28.381812	596.86	0.5325
28.382652	596.87	0.4500
28.383492	596.88	0.4500
28.384332	596.89	0.4500
28.385172	596.90	0.4050
28.386012	596.91	0.4200
28.386852	596.92	0.3900
28.387692	596.93	0.3525
28.388532	596.94	0.3375
28.389372	596.95	0.3450
28.390212	596.96	0.3300
28.391052	596.97	0.4050
28.391892	596.98	0.5025
28.392732	596.99	0.5025
28.393572	597.00	0.4350
28.394412	597.01	0.4050
28.395252	597.02	0.4350
28.396092	597.03	0.4050
28.396932	597.04	0.4200
28.397772	597.05	0.3975
28.398612	597.06	0.4200
28.399452	597.07	0.4125
28.400292	597.08	0.3975
28.401132	597.09	0.5625
28.401972	597.10	0.4200
28.402812	597.11	0.3300
28.403652	597.12	0.4950
28.404492	597.13	0.5325
28.405332	597.14	0.4650
28.406172	597.15	0.5400
28.407012	597.16	0.5175
28.407852	597.17	0.7200
28.408692	597.18	0.6150
28.409532	597.19	0.4725
28.410372	597.20	0.4800
28.411212	597.21	0.5550
28.412052	597.22	0.5625
28.412892	597.23	0.5550
28.413732	597.24	0.5775
28.414572	597.25	0.4800
28.415412	597.26	0.5475
28.416252	597.27	0.5475
28.417092	597.28	0.7200
28.420435	597.32	0.3900
28.421267	597.33	0.4050
28.422099	597.34	0.3900
28.422930	597.35	0.3825
28.423762	597.36	0.4050
28.424594	597.37	0.3525
28.425426	597.38	0.3600
28.426258	597.39	0.3525
28.427089	597.40	0.4350
28.427921	597.41	0.4425
28.428753	597.42	0.4650
28.429585	597.43	0.4950
28.430416	597.44	0.5475
28.431248	597.45	0.5775
28.432080	597.46	0.6450
28.432912	597.47	0.5700
28.433744	597.48	0.5100
28.434575	597.49	0.4950
28.435407	597.50	0.3675
28.436239	597.51	0.3150
28.437071	597.52	0.3600
28.437902	597.53	0.5100
28.438734	597.54	0.5325
28.439566	597.55	0.5400
28.440398	597.56	0.5025
28.441230	597.57	0.4800
28.442061	597.58	0.6225
28.442893	597.59	0.4875
28.443725	597.60	0.4200
28.444557	597.61	0.4725
28.445388	597.62	0.7575
28.446220	597.63	0.7500
28.447052	597.64	0.6900
28.447884	597.65	0.4500
28.448716	597.66	0.3600
28.449547	597.67	0.3525
28.450379	597.68	0.5250
28.451211	597.69	0.4500
28.452043	597.70	0.4200
28.452875	597.71	0.3975
28.453706	597.72	0.4050
28.454538	597.73	0.4350
28.455370	597.74	0.5025
28.456202	597.75	0.5100
28.457034	597.76	0.4950
28.457865	597.77	0.3750
28.458697	597.78	0.3600
28.459529	597.79	0.3975
28.460361	597.80	0.3375
28.461192	597.81	0.6000
28.462024	597.82	0.6600
28.462856	597.83	0.6750
28.463688	597.84	0.6600
28.464520	597.85	0.6225
28.465382	597.86	0.6000
28.466245	597.87	0.5250
28.467108	597.88	0.3675
28.467971	597.89	0.3375
28.468834	597.90	0.4650
28.469697	597.91	0.5100
28.470560	597.92	0.3825
28.471423	597.93	0.3750
28.472286	597.94	0.3525
28.473148	597.95	0.3675
28.474011	597.96	0.3825
28.474874	597.97	0.4050
28.475737	597.98	0.3750
28.476600	597.99	0.4725
28.477463	598.00	0.5250
28.478326	598.01	0.5400
28.479189	598.02	0.5025
28.480052	598.03	0.5175
28.480914	598.04	0.4800
28.481777	598.05	0.4050
28.482640	598.06	0.3600
28.483503	598.07	0.5850
28.484366	598.08	0.5775
28.485229	598.09	0.3600
28.486092	598.10	0.6000
28.486955	598.11	0.5700
28.487818	598.12	0.6000
28.488680	598.13	0.4650
28.489543	598.14	0.4350
28.490406	598.15	0.7425
28.491269	598.16	0.7950
28.492132	598.17	0.6225
28.492995	598.18	0.9300
28.493858	598.19	0.6750
28.494721	598.20	0.5100
28.495584	598.21	0.4275
28.496446	598.22	0.4500
28.497309	598.23	0.7650
28.498172	598.24	0.8700
28.499035	598.25	0.5625
28.499898	598.26	0.5550
28.500761	598.27	0.5850
28.501624	598.28	0.4575
28.502487	598.29	0.5775
28.503350	598.30	0.5775
28.511978	598.40	0.4350
28.512852	598.41	0.4650
28.513726	598.42	0.5625
28.514600	598.43	0.5775
28.515474	598.44	0.5100
28.516348	598.45	0.4500
28.517222	598.46	0.4800
28.518096	598.47	0.4650
28.518970	598.48	0.3975
28.519844	598.49	0.3375
28.520718	598.50	0.3375
28.521592	598.51	0.3225
28.522466	598.52	0.2850
28.523340	598.53	0.2700
28.524214	598.54	0.2925
28.525088	598.55	0.3675
28.525962	598.56	0.3675
28.526835	598.57	0.5400
28.527709	598.58	0.5175
28.528583	598.59	0.5175
28.529457	598.60	0.5400
28.530331	598.61	0.4950
28.531205	598.62	0.3975
28.532079	598.63	0.4800
28.532953	598.64	0.4875
28.533827	598.65	0.4650
28.534701	598.66	0.4800
28.535575	598.67	0.4950
28.536449	598.68	0.5175
28.537323	598.69	0.6000
28.538196	598.70	0.5850
28.539070	598.71	0.6300
28.539944	598.72	0.6750
28.540818	598.73	0.5400
28.541692	598.74	0.5700
28.542566	598.75	0.5925
28.543440	598.76	0.5550
28.544314	598.77	0.5400
28.545188	598.78	0.8025
28.546062	598.79	1.0200
28.546936	598.80	0.7500
28.547810	598.81	0.4950
28.548684	598.82	0.4275
28.549558	598.83	0.3750
28.550432	598.84	0.5475
28.551306	598.85	0.8175
28.552180	598.86	0.7800
28.553053	598.87	0.7650
28.553927	598.88	0.7200
28.554801	598.89	0.5475
28.555675	598.90	0.3825
28.556549	598.91	0.3375
28.557423	598.92	0.5850
28.558297	598.93	0.7575
28.559171	598.94	0.6675
28.560045	598.95	0.5925
28.560923	598.96	0.4725
28.561801	598.97	0.4500
28.562679	598.98	0.4650
28.563557	598.99	0.3975
28.564435	599.00	0.3525
28.565313	599.01	0.3750
28.566191	599.02	0.5400
28.567069	599.03	0.7200
28.567947	599.04	0.8775
28.568825	599.05	1.5975
28.569703	599.06	0.7200
28.570581	599.07	0.5775
28.571459	599.08	0.5850
28.572337	599.09	0.4800
28.573215	599.10	0.4200
28.574093	599.11	0.4875
28.574971	599.12	0.6150
28.575849	599.13	0.5250
28.576727	599.14	0.5400
28.577605	599.15	0.5475
28.578483	599.16	0.5325
28.579360	599.17	0.5400
28.580238	599.18	0.5025
28.581116	599.19	0.5700
28.581994	599.20	0.4950
28.582872	599.21	0.4350
28.583750	599.22	0.4200
28.584628	599.23	0.3975
28.585506	599.24	0.4200
28.586384	599.25	0.5400
28.587262	599.26	0.6150
28.588140	599.27	0.6750
28.589018	599.28	0.6675
28.589896	599.29	1.0725
28.590774	599.30	1.1700
28.591652	599.31	0.8100
28.592530	599.32	0.6525
28.593408	599.33	0.6375
28.594286	599.34	0.5850
28.595164	599.35	0.6975
28.596042	599.36	0.8250
28.596920	599.37	0.6750
28.597798	599.38	0.5325
28.598676	599.39	0.5400
28.599554	599.40	0.5250
28.600432	599.41	0.4950
28.601310	599.42	0.4350
28.602188	599.43	0.4500
28.603066	599.44	0.4350
28.603944	599.45	0.5100
28.604822	599.46	0.5250
28.605700	599.47	0.5325
28.606578	599.48	0.4350
28.607456	599.49	0.4125
28.608334	599.50	0.3900
28.609235	599.51	0.3600
28.610135	599.52	0.3450
28.611036	599.53	0.3150
28.611937	599.54	0.3300
28.612837	599.55	0.5175
28.613738	599.56	0.5100
28.614639	599.57	0.5250
28.615539	599.58	0.5400
28.616440	599.59	0.5175
28.617341	599.60	0.4875
28.618241	599.61	0.4950
28.619142	599.62	0.5475
28.620043	599.63	0.4950
28.620943	599.64	0.5025
28.621844	599.65	0.4800
28.622745	599.66	0.4350
28.623646	599.67	0.3525
28.624546	599.68	0.3300
28.625447	599.69	0.4200
28.626348	599.70	0.4800
28.627248	599.71	0.4800
28.628149	599.72	0.4425
28.629050	599.73	0.3600
28.629950	599.74	0.3225
28.630851	599.75	0.5475
28.631752	599.76	0.4950
28.632652	599.77	0.4350
28.633553	599.78	0.3975
28.634454	599.79	0.3750
28.635354	599.80	0.3750
28.636255	599.81	0.3600
28.637156	599.82	0.3450
28.638056	599.83	0.3600
28.638957	599.84	0.3525
28.639858	599.85	0.3375
28.640758	599.86	0.3600
28.641659	599.87	0.3525
28.642560	599.88	0.3300
28.643460	599.89	0.3150
28.644361	599.90	0.3900
28.645262	599.91	0.4950
28.646162	599.92	0.4875
28.647063	599.93	0.4875
28.647964	599.94	0.5700
28.648864	599.95	0.5700
28.649765	599.96	0.5025
28.650666	599.97	0.4950
28.651566	599.98	0.5250
28.652467	599.99	0.4275
28.653368	600.00	0.4425
28.654268	600.01	0.4950
28.655169	600.02	0.4800
28.656070	600.03	0.4275
28.656970	600.04	0.3900
28.657871	600.05	0.4275
28.658796	600.06	0.4425
28.659721	600.07	0.4425
28.660645	600.08	0.4650
28.661570	600.09	0.4425
28.662495	600.10	0.4500
28.663420	600.11	0.4800
28.664344	600.12	0.4575
28.665269	600.13	0.4125
28.666194	600.14	0.4350
28.667119	600.15	0.3825
28.668043	600.16	0.4800
28.668968	600.17	0.4650
28.669893	600.18	0.5100
28.670818	600.19	0.5850
28.671742	600.20	0.4350
28.672667	600.21	0.4725
28.673592	600.22	0.4200
28.674517	600.23	0.4200
28.675441	600.24	0.3975
28.676366	600.25	0.4800
28.677291	600.26	0.4950
28.678216	600.27	0.5700
28.679140	600.28	0.4800
28.680065	600.29	0.3825
28.680990	600.30	0.3300
28.681915	600.31	0.4125
28.682839	600.32	0.3750
28.683764	600.33	0.3450
28.684689	600.34	0.3300
28.685614	600.35	0.3600
28.686538	600.36	0.3975
28.687463	600.37	0.4800
28.688388	600.38	0.4800
28.689313	600.39	0.4050
28.690237	600.40	0.4650
28.691162	600.41	0.4950
28.692087	600.42	0.4425
28.693012	600.43	0.4125
28.693936	600.44	0.3975
28.694861	600.45	0.4425
28.695786	600.46	0.6375
28.696711	600.47	0.5550
28.697635	600.48	0.5175
28.698560	600.49	0.3600
28.699485	600.50	0.4050
28.700410	600.51	0.5400
28.701334	600.52	0.4800
28.702259	600.53	0.5025
28.703184	600.54	0.4875
28.704109	600.55	0.5175
28.705033	600.56	0.4950
28.711492	600.63	0.3600
28.712412	600.64	0.3000
28.713331	600.65	0.3150
28.714251	600.66	0.3225
28.715171	600.67	0.3075
28.716091	600.68	0.3675
28.717010	600.69	0.4125
28.717930	600.70	0.4350
28.718850	600.71	0.4200
28.719770	600.72	0.3900
28.720690	600.73	0.4200
28.721609	600.74	0.4950
28.722529	600.75	0.3900
28.723449	600.76	0.3375
28.724369	600.77	0.4125
28.725288	600.78	0.4500
28.726208	600.79	0.4425
28.727128	600.80	0.4350
28.728048	600.81	0.4200
28.728968	600.82	0.4500
28.729887	600.83	0.4275
28.730807	600.84	0.4200
28.731727	600.85	0.5775
28.732647	600.86	0.4875
28.733566	600.87	0.4050
28.734486	600.88	0.3750
28.735406	600.89	0.3450
28.736326	600.90	0.3000
28.737246	600.91	0.3150
28.738165	600.92	0.3075
28.739085	600.93	0.2850
28.740005	600.94	0.2850
28.740925	600.95	0.3975
28.741844	600.96	0.4425
28.742764	600.97	0.4050
28.743684	600.98	0.4575
28.744604	600.99	0.4800
28.745524	601.00	0.4875
28.746443	601.01	0.4950
28.747363	601.02	0.4875
28.748283	601.03	0.4800
28.749203	601.04	0.5625
28.750122	601.05	0.6300
28.751042	601.06	0.6150
28.751962	601.07	0.6900
28.752882	601.08	0.5700
28.753802	601.09	0.8325
28.754721	601.10	0.7125
28.755641	601.11	0.7950
28.756561	601.12	0.7800
28.757481	601.13	0.7125
28.758400	601.14	0.5625
28.759320	601.15	0.5175
28.760232	601.16	0.5025
28.761144	601.17	0.4575
28.762056	601.18	0.4500
28.762967	601.19	0.5100
28.763879	601.20	0.4875
28.764791	601.21	0.4950
28.765703	601.22	0.5250
28.766614	601.23	0.5175
28.767526	601.24	0.4875
28.768438	601.25	0.4950
28.769350	601.26	0.5025
28.770261	601.27	0.5475
28.771173	601.28	0.5625
28.772085	601.29	0.5700
28.772997	601.30	0.6375
28.773908	601.31	0.8475
28.774820	601.32	1.1700
28.775732	601.33	0.8550
28.776644	601.34	0.7125
28.777555	601.35	0.7125
28.778467	601.36	0.7725
28.779379	601.37	1.3950
28.780291	601.38	2.0625
28.781202	601.39	1.0275
28.782114	601.40	0.6750
28.783026	601.41	0.6375
28.783938	601.42	0.6000
28.784849	601.43	0.6600
28.785761	601.44	0.6300
28.786673	601.45	0.5775
28.787585	601.46	0.5775
28.788496	601.47	0.5700
28.789408	601.48	0.5775
28.790320	601.49	0.6225
28.791232	601.50	0.6975
28.792144	601.51	0.5925
28.793055	601.52	0.4950
28.793967	601.53	0.6150
28.794879	601.54	0.6300
28.795790	601.55	0.6675
28.796702	601.56	0.6975
28.797614	601.57	0.6375
28.798526	601.58	0.5850
28.799438	601.59	0.5850
28.800349	601.60	0.5925
28.801261	601.61	0.5550
28.802173	601.62	0.4275
28.803084	601.63	0.4500
28.803996	601.64	0.7050
28.804908	601.65	0.5850
28.805820	601.66	0.4800
28.806732	601.67	0.4425
28.807643	601.68	0.4200
28.808555	601.69	0.5100
28.809467	601.70	0.4725
28.810369	601.71	0.4650
28.811272	601.72	0.2925
28.812174	601.73	0.2400
28.813077	601.74	0.3225
28.813980	601.75	0.2700
28.814882	601.76	0.3000
28.815785	601.77	0.4500
28.816687	601.78	0.4275
28.817590	601.79	0.4125
28.818492	601.80	0.4725
28.819395	601.81	0.4500
28.820298	601.82	0.4650
28.821200	601.83	0.4425
28.822103	601.84	0.4200
28.823005	601.85	0.4350
28.823908	601.86	0.4425
28.824810	601.87	0.4350
28.825713	601.88	0.4575
28.826615	601.89	0.4350
28.827518	601.90	0.4575
28.828420	601.91	0.5175
28.829323	601.92	0.4725
28.830226	601.93	0.4800
28.831128	601.94	0.4725
28.832031	601.95	0.4575
28.832933	601.96	0.4125
28.833836	601.97	0.3750
28.834738	601.98	0.3900
28.835641	601.99	0.3900
28.836544	602.00	0.3900
28.837446	602.01	0.4125
28.838349	602.02	0.3975
28.839251	602.03	0.3975
28.840154	602.04	0.3975
28.841056	602.05	0.3900
28.841959	602.06	0.3975
28.842861	602.07	0.4050
28.843764	602.08	0.3750
28.844666	602.09	0.3975
28.845569	602.10	0.4350
28.846472	602.11	0.4200
28.847374	602.12	0.4275
28.848277	602.13	0.4500
28.849179	602.14	0.4350
28.850082	602.15	0.4350
28.850984	602.16	0.4800
28.851887	602.17	0.4800
28.852790	602.18	0.4725
28.853692	602.19	0.4350
28.854595	602.20	0.4275
28.855497	602.21	0.4350
28.856400	602.22	0.4425
28.857302	602.23	0.4500
28.858205	602.24	0.4350
28.859107	602.25	0.4200
28.859993	602.26	0.4350
28.860879	602.27	0.4875
28.861764	602.28	0.4050
28.862650	602.29	0.3525
28.863535	602.30	0.4200
28.864421	602.31	0.4200
28.865306	602.32	0.4350
28.866192	602.33	0.4725
28.867078	602.34	0.4500
28.867963	602.35	0.4800
28.868849	602.36	0.4500
28.869734	602.37	0.4725
28.870620	602.38	0.5100
28.871506	602.39	0.5250
28.872391	602.40	0.5175
28.873277	602.41	0.4500
28.874162	602.42	0.4425
28.875048	602.43	0.4500
28.875934	602.44	0.4725
28.876819	602.45	0.4800
28.877705	602.46	0.4350
28.878590	602.47	0.4200
28.879476	602.48	0.4650
28.880361	602.49	0.4125
28.881247	602.50	0.3600
28.882133	602.51	0.4050
28.883018	602.52	0.3600
28.883904	602.53	0.3375
28.884789	602.54	0.3750
28.885675	602.55	0.3375
28.886560	602.56	0.3000
28.887446	602.57	0.2700
28.888332	602.58	0.2625
28.889217	602.59	0.2850
28.890103	602.60	0.3825
28.890988	602.61	0.5400
28.891874	602.62	0.4800
28.892760	602.63	0.5175
28.893645	602.64	0.4350
28.894531	602.65	0.3600
28.895416	602.66	0.3525
28.896302	602.67	0.4350
28.897188	602.68	0.6600
28.898073	602.69	0.7650
28.898959	602.70	0.7875
28.899844	602.71	0.7800
28.900730	602.72	0.8175
28.901615	602.73	0.8550
28.902501	602.74	0.8625
28.903387	602.75	0.6975
28.904272	602.76	0.4950
28.905158	602.77	0.4725
28.906043	602.78	0.4800
28.908690	602.81	0.5100
28.909565	602.82	0.4650
28.910440	602.83	0.4200
28.911316	602.84	0.4350
28.912191	602.85	0.5325
28.913066	602.86	0.6375
28.913941	602.87	0.4425
28.914816	602.88	0.3750
28.915692	602.89	0.3825
28.916567	602.90	0.6600
28.917442	602.91	0.6225
28.918318	602.92	0.5475
28.919193	602.93	0.4200
28.920068	602.94	0.4125
28.920943	602.95	0.3375
28.921818	602.96	0.3450
28.922694	602.97	0.3150
28.923569	602.98	0.3300
28.924444	602.99	0.3075
28.925319	603.00	0.3300
28.926195	603.01	0.4125
28.927070	603.02	0.4050
28.927945	603.03	0.4275
28.928820	603.04	0.4575
28.929696	603.05	0.6900
28.930571	603.06	0.7725
28.931446	603.07	0.6750
28.932321	603.08	0.6375
28.933197	603.09	0.5850
28.934072	603.10	0.5325
28.934947	603.11	0.5025
28.935822	603.12	0.6000
28.936698	603.13	0.6375
28.937573	603.14	0.5100
28.938448	603.15	0.3900
28.939323	603.16	0.3450
28.940199	603.17	0.3150
28.941074	603.18	0.3300
28.941949	603.19	0.3375
28.942824	603.20	0.3300
28.943700	603.21	0.4050
28.944575	603.22	0.4500
28.945450	603.23	0.4800
28.946325	603.24	0.6450
28.947201	603.25	0.7200
28.948076	603.26	0.6000
28.948951	603.27	0.4650
28.949826	603.28	0.4425
28.950702	603.29	0.3900
28.951577	603.30	0.4350
28.952452	603.31	0.4800
28.953327	603.32	0.3375
28.954203	603.33	0.3900
28.955078	603.34	0.4200
28.960310	603.40	0.4425
28.961182	603.41	0.3675
28.962054	603.42	0.3300
28.962925	603.43	0.3000
28.963796	603.44	0.2550
28.964668	603.45	0.4350
28.965539	603.46	0.5550
28.966411	603.47	0.5175
28.967282	603.48	0.4275
28.968154	603.49	0.3675
28.969025	603.50	0.4125
28.969897	603.51	0.4200
28.970768	603.52	0.4650
28.971640	603.53	0.4350
28.972511	603.54	0.5550
28.973383	603.55	0.6750
28.974254	603.56	0.5700
28.975126	603.57	0.4950
28.975997	603.58	0.4575
28.976869	603.59	0.4350
28.977740	603.60	0.4425
28.978612	603.61	0.4650
28.979483	603.62	0.4800
28.980355	603.63	0.5250
28.981226	603.64	0.5025
28.982098	603.65	0.4875
28.982969	603.66	0.4950
28.983841	603.67	0.5625
28.984712	603.68	0.5550
28.985584	603.69	0.4950
28.986455	603.70	0.4500
28.987327	603.71	0.4275
28.988198	603.72	0.3975
28.989070	603.73	0.5550
28.989941	603.74	0.6150
28.990812	603.75	0.5925
28.991684	603.76	0.5475
28.992556	603.77	0.7275
28.993427	603.78	0.5625
28.994298	603.79	0.4800
29.003013	603.89	0.4875
29.003885	603.90	0.4275
29.004756	603.91	0.3975
29.005626	603.92	0.3975
29.006497	603.93	0.3975
29.007368	603.94	0.4650
29.008238	603.95	0.5625
29.009109	603.96	0.4875
29.009980	603.97	0.4650
29.010851	603.98	0.4200
29.011721	603.99	0.4125
29.012592	604.00	0.5025
29.013463	604.01	0.3075
29.014334	604.02	0.5625
29.015204	604.03	0.5025
29.016075	604.04	0.4650
29.016946	604.05	0.4500
29.017817	604.06	0.3975
29.018687	604.07	0.4050
29.019558	604.08	0.4350
29.020429	604.09	0.4575
29.021300	604.10	0.4125
29.022170	604.11	0.3900
29.023041	604.12	0.3750
29.023912	604.13	0.4200
29.024782	604.14	0.4200
29.025653	604.15	0.3975
29.026524	604.16	0.4125
29.027395	604.17	0.4950
29.028266	604.18	0.4650
29.029136	604.19	0.4950
29.030007	604.20	0.5325
29.030878	604.21	0.5475
29.031748	604.22	0.4200
29.032619	604.23	0.4125
29.033490	604.24	0.4200
29.034361	604.25	0.3975
29.035231	604.26	0.4950
29.036102	604.27	0.5550
29.036973	604.28	0.5775
29.037844	604.29	0.5700
29.038714	604.30	0.5100
29.039585	604.31	0.4800
29.040456	604.32	0.4275
29.041326	604.33	0.4425
29.042197	604.34	0.4200
29.043068	604.35	0.3900
29.043939	604.36	0.3375
29.044810	604.37	0.3225
29.045680	604.38	0.3900
29.046551	604.39	0.3600
29.047422	604.40	0.4800
29.048292	604.41	0.5550
29.049163	604.42	0.5325
29.050034	604.43	0.4950
29.050905	604.44	0.3825
29.051775	604.45	0.3750
29.052632	604.46	0.3750
29.053489	604.47	0.4350
29.054346	604.48	0.4725
29.055202	604.49	0.4350
29.056059	604.50	0.5025
29.056916	604.51	0.4425
29.057773	604.52	0.4200
29.058629	604.53	0.5700
29.059486	604.54	0.8850
29.060343	604.55	0.9525
29.061200	604.56	0.6675
29.062056	604.57	0.6000
29.062913	604.58	0.5625
29.063770	604.59	0.4875
29.064627	604.60	0.4050
29.065483	604.61	0.4275
29.066340	604.62	0.3750
29.067197	604.63	0.3750
29.068054	604.64	0.3675
29.068910	604.65	0.3975
29.069767	604.66	0.4125
29.070624	604.67	0.3975
29.071481	604.68	0.4050
29.072337	604.69	0.4575
29.073194	604.70	0.4500
29.074051	604.71	0.4275
29.074908	604.72	0.4200
29.075764	604.73	0.4200
29.076621	604.74	0.4500
29.077478	604.75	0.5025
29.078335	604.76	0.5100
29.079191	604.77	0.6300
29.080048	604.78	0.5100
29.080905	604.79	0.4800
29.081762	604.80	0.4875
29.082618	604.81	0.5100
29.083475	604.82	0.4425
29.084332	604.83	0.4425
29.085188	604.84	0.4425
29.086045	604.85	0.4575
29.086902	604.86	0.4650
29.087759	604.87	0.4350
29.088616	604.88	0.4350
29.089472	604.89	0.5850
29.090329	604.90	0.5925
29.091186	604.91	0.7950
29.092042	604.92	0.6900
29.092899	604.93	0.6375
29.093756	604.94	0.5550
29.094613	604.95	0.4200
29.095470	604.96	0.4050
29.096326	604.97	0.3600
29.097183	604.98	0.4350
29.098040	604.99	0.4200
29.099739	605.01	0.4650
29.100581	605.02	0.4275
29.101423	605.03	0.4575
29.102265	605.04	0.4425
29.103107	605.05	0.4500
29.103949	605.06	0.4350
29.104791	605.07	0.4275
29.105633	605.08	0.4650
29.106476	605.09	0.5625
29.107318	605.10	0.4800
29.108160	605.11	0.4125
29.109002	605.12	0.3900
29.109844	605.13	0.3750
29.110686	605.14	0.3750
29.111528	605.15	0.3825
29.112370	605.16	0.4050
29.113212	605.17	0.4200
29.114055	605.18	0.3450
29.114897	605.19	0.3450
29.115739	605.20	0.3150
29.116581	605.21	0.3675
29.117423	605.22	0.3225
29.118265	605.23	0.3450
29.119107	605.24	0.4275
29.119949	605.25	0.4350
29.120792	605.26	0.4425
29.121634	605.27	0.3900
29.122476	605.28	0.3450
29.123318	605.29	0.3225
29.124160	605.30	0.3000
29.125002	605.31	0.2700
29.125844	605.32	0.2550
29.126686	605.33	0.2925
29.127528	605.34	0.4125
29.128371	605.35	0.4050
29.129213	605.36	0.4050
29.130055	605.37	0.3975
29.130897	605.38	0.4050
29.131739	605.39	0.4050
29.132581	605.40	0.4425
29.133423	605.41	0.5475
29.134265	605.42	0.5625
29.135108	605.43	0.5850
29.135950	605.44	0.6225
29.136792	605.45	0.6150
29.137634	605.46	0.5925
29.138476	605.47	0.5850
29.139318	605.48	0.5625
29.140160	605.49	0.6225
29.141002	605.50	0.5325
29.141844	605.51	0.4875
29.142687	605.52	0.5100
29.143529	605.53	0.4875
29.144371	605.54	0.5100
29.145213	605.55	0.5100
29.146060	605.56	0.4575
29.146908	605.57	0.4650
29.147756	605.58	0.5025
29.148603	605.59	0.5325
29.149451	605.60	0.5175
29.150298	605.61	0.5625
29.151146	605.62	0.5550
29.151994	605.63	0.5550
29.152841	605.64	0.5475
29.153689	605.65	0.5400
29.154536	605.66	0.5325
29.155384	605.67	0.5400
29.156232	605.68	0.5325
29.157079	605.69	0.5025
29.157927	605.70	0.4500
29.158774	605.71	0.4650
29.159622	605.72	0.4800
29.160469	605.73	0.4350
29.161317	605.74	0.3825
29.162165	605.75	0.3675
29.163012	605.76	0.5550
29.163860	605.77	0.6300
29.164707	605.78	0.6900
29.165555	605.79	0.6450
29.166402	605.80	0.6525
29.167250	605.81	0.6225
29.168098	605.82	0.6825
29.168945	605.83	0.5400
29.169793	605.84	0.4950
29.170640	605.85	0.4650
29.171488	605.86	0.4650
29.172336	605.87	0.4275
29.173183	605.88	0.4275
29.174031	605.89	0.5400
29.174878	605.90	0.6075
29.175726	605.91	0.7350
29.176574	605.92	0.6825
29.177421	605.93	0.5550
29.178269	605.94	0.4950
29.179116	605.95	0.4950
29.179964	605.96	0.5100
29.180812	605.97	0.5550
29.181659	605.98	0.4275
29.182507	605.99	0.3600
29.183354	606.00	0.3375
29.184202	606.01	0.3300
29.185049	606.02	0.4950
29.185897	606.03	0.4650
29.186745	606.04	0.4200
29.187592	606.05	0.4575
29.188440	606.06	0.4650
29.189287	606.07	0.4725
29.190135	606.08	0.5250
29.190982	606.09	0.4800
29.192630	606.11	0.4275
29.193430	606.12	0.4125
29.194230	606.13	0.4350
29.195030	606.14	0.4275
29.195830	606.15	0.4275
29.196630	606.16	0.4275
29.197430	606.17	0.4425
29.198230	606.18	0.4050
29.199030	606.19	0.4425
29.199830	606.20	0.4875
29.200630	606.21	0.5325
29.201430	606.22	0.5400
29.202230	606.23	0.5175
29.203030	606.24	0.5025
29.203830	606.25	0.5025
29.204630	606.26	0.6525
29.205430	606.27	0.6150
29.206230	606.28	0.5700
